key	text	tooltip
effect_bundles_localised_description_derpy_chd_ex_stock_gold_idols_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_gold_idols_3	Vaults: Golden Idols	false
effect_bundles_localised_description_derpy_chd_ex_stock_gold_idols_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_ivory_1	Stockpile: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_stock_ivory_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_ivory_2	Warehouse: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_stock_ivory_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_ivory_3	Vaults: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_stock_ivory_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_medicine_1	Stockpile: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_stock_medicine_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_medicine_2	Warehouse: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_stock_medicine_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_medicine_3	Vaults: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_stock_medicine_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_obsidian_1	Stockpile: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_stock_obsidian_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_obsidian_2	Warehouse: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_stock_obsidian_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_obsidian_3	Vaults: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_stock_obsidian_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_furs_1	Stockpile: Furs	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_furs_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_furs_2	Warehouse: Furs	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_furs_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_furs_3	Vaults: Furs	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_furs_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_glass_1	Stockpile: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_glass_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_glass_2	Warehouse: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_glass_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_glass_3	Vaults: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_glass_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_iron_1	Stockpile: Iron	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_iron_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_iron_2	Warehouse: Iron	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_iron_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_iron_3	Vaults: Iron	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_iron_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_lead_1	Stockpile: Salt	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_lead_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_lead_2	Warehouse: Salt	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_lead_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_lead_3	Vaults: Salt	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_lead_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_marble_1	Stockpile: Marble	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_marble_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_marble_2	Warehouse: Marble	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_marble_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_marble_3	Vaults: Marble	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_marble_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_textiles_1	Stockpile: Pottery	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_textiles_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_textiles_2	Warehouse: Pottery	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_textiles_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_textiles_3	Vaults: Pottery	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_textiles_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_timber_1	Stockpile: Timber	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_timber_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_timber_2	Warehouse: Timber	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_timber_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_timber_3	Vaults: Timber	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_timber_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_wine_1	Stockpile: Wine	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_wine_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_wine_2	Warehouse: Wine	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_wine_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_rom_wine_3	Vaults: Wine	false
effect_bundles_localised_description_derpy_chd_ex_stock_rom_wine_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_spices_1	Stockpile: Spices	false
effect_bundles_localised_description_derpy_chd_ex_stock_spices_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_spices_2	Warehouse: Spices	false
effect_bundles_localised_description_derpy_chd_ex_stock_spices_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_spices_3	Vaults: Spices	false
effect_bundles_localised_description_derpy_chd_ex_stock_spices_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_stock_trinkets_1	Stockpile: Elven Trinkets	false
effect_bundles_localised_description_derpy_chd_ex_stock_trinkets_1	Enough of it stacked in the yards that the work no longer waits on a caravan.	false
effect_bundles_localised_title_derpy_chd_ex_stock_trinkets_2	Warehouse: Elven Trinkets	false
effect_bundles_localised_description_derpy_chd_ex_stock_trinkets_2	The sheds are full and guarded, and the overseers have stopped rationing it.	false
effect_bundles_localised_title_derpy_chd_ex_stock_trinkets_3	Vaults: Elven Trinkets	false
effect_bundles_localised_description_derpy_chd_ex_stock_trinkets_3	More than the Conclave can use and more than it will admit to holding.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_animals	Consigned to the Temple: Exotic Animals	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_animals	The feast is held at the Compact's expense and the crowd is told whose expense it was.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_dyes	Consigned to the Temple: Dyes	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_dyes	A house in good standing with the Compact is a house whose cargo clears the mole first.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_gems	Consigned to the Temple: Gemstones	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_gems	A house in good standing with the Compact is a house whose cargo clears the mole first.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_gold_idols	Consigned to the Temple: Golden Idols	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_gold_idols	Gold in the strongroom buys letters of introduction, and letters buy people.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_ivory	Consigned to the Temple: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_ivory	The ivory endows a chair at Remas, and a chair returns findings to its endower.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_medicine	Consigned to the Temple: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_medicine	The surgeons are paid by the Compact and billeted with your companies.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_obsidian	Consigned to the Temple: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_obsidian	The colleges take the glass and the wind runs deeper for those who paid.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_furs	Consigned to the Temple: Furs	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_furs	Furs, remounts and a courier's warrant: your columns keep the road in weather that closes it.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_glass	Consigned to the Temple: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_glass	The feast is held at the Compact's expense and the crowd is told whose expense it was.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_iron	Consigned to the Temple: Iron	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_iron	The metal goes to the armourers of Miragliano and comes back as plate, on schedule.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_lead	Consigned to the Temple: Salt	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_lead	The surgeons are paid by the Compact and billeted with your companies.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_marble	Consigned to the Temple: Marble	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_marble	Materials pledged in advance are materials bought at last year's price.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_textiles	Consigned to the Temple: Pottery	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_textiles	Cloth delivered to the muster is a company clothed before it is paid, and cheaper for it.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_timber	Consigned to the Temple: Timber	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_timber	Materials pledged in advance are materials bought at last year's price.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_rom_wine	Consigned to the Temple: Wine	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_rom_wine	The feast is held at the Compact's expense and the crowd is told whose expense it was.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_spices	Consigned to the Temple: Spices	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_spices	The feast is held at the Compact's expense and the crowd is told whose expense it was.	false
effect_bundles_localised_title_derpy_chd_ex_teb_offering_trinkets	Consigned to the Temple: Elven Trinkets	false
effect_bundles_localised_description_derpy_chd_ex_teb_offering_trinkets	A house in good standing with the Compact is a house whose cargo clears the mole first.	false
effect_bundles_localised_title_derpy_chd_ex_teb_myrmidia_pleased	Discharged in Full	false
effect_bundles_localised_description_derpy_chd_ex_teb_myrmidia_pleased	The consignment was delivered, weighed and receipted without a query. The Compact extends terms it does not extend to everyone.	false
effect_bundles_localised_title_derpy_chd_ex_teb_myrmidia_wrath	Protested for Non-Payment	false
effect_bundles_localised_description_derpy_chd_ex_teb_myrmidia_wrath	The note came back unpaid and was protested before a notary the same morning. Every counting house on the coast reads that register.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_animals	Given to the Temple: Exotic Animals	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_animals	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_dyes	Given to the Temple: Dyes	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_dyes	A house in favour at the temple is a house whose cargo is not looked at closely.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_gems	Given to the Temple: Gemstones	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_gems	A house in favour at the temple is a house whose cargo is not looked at closely.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_gold_idols	Given to the Temple: Golden Idols	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_gold_idols	Melted gold buys the kind of servant who is already in the room.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_ivory	Given to the Temple: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_ivory	Curiosities go to the Convent and come back as a method nobody wants explained.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_medicine	Given to the Temple: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_medicine	Medicine and salt for the host, and the ranks close up again.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_obsidian	Given to the Temple: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_obsidian	The Convent takes the black glass, and the winds answer more readily than is wise.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_furs	Given to the Temple: Furs	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_furs	Furs for the long marches, and the columns cross Naggaroth without losing a quarter of themselves.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_glass	Given to the Temple: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_glass	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_iron	Given to the Temple: Iron	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_iron	The iron goes to Hag Graef and comes back as plate, worked by hands that were not paid for it.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_lead	Given to the Temple: Salt	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_lead	Medicine and salt for the host, and the ranks close up again.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_marble	Given to the Temple: Marble	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_marble	Materials given up front are materials not requisitioned later, and the work goes cheaper for it.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_textiles	Given to the Temple: Pottery	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_textiles	Tribute paid early buys a levy at the temple's rate, which stays low for exactly as long as you keep paying it.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_timber	Given to the Temple: Timber	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_timber	Materials given up front are materials not requisitioned later, and the work goes cheaper for it.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_rom_wine	Given to the Temple: Wine	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_rom_wine	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_spices	Given to the Temple: Spices	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_spices	The temple holds a rite, the city attends, and the city is quiet for a while afterwards.	false
effect_bundles_localised_title_derpy_chd_ex_def_offering_trinkets	Given to the Temple: Elven Trinkets	false
effect_bundles_localised_description_derpy_chd_ex_def_offering_trinkets	A house in favour at the temple is a house whose cargo is not looked at closely.	false
effect_bundles_localised_title_derpy_chd_ex_def_khaine_pleased	Khaine is Served	false
effect_bundles_localised_description_derpy_chd_ex_def_khaine_pleased	The portion was given whole and on the day named. The temple has noticed, which is not the same as being safe and is better than the alternative.	false
effect_bundles_localised_title_derpy_chd_ex_def_khaine_wrath	Marked at the Temple	false
effect_bundles_localised_description_derpy_chd_ex_def_khaine_wrath	The portion was not given, and the Hag Queens were told the same evening. They did not seem surprised, which is the part worth worrying about.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_animals	Tribute to Asuryan: Exotic Animals	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_animals	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_dyes	Tribute to Asuryan: Dyes	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_dyes	A house in the Court's regard is a house whose cargo clears the Gate without being weighed twice.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_gems	Tribute to Asuryan: Gemstones	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_gems	A house in the Court's regard is a house whose cargo clears the Gate without being weighed twice.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_gold_idols	Tribute to Asuryan: Golden Idols	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_gold_idols	Melted gold pays for the sort of Elf who arrives before the message does.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_ivory	Tribute to Asuryan: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_ivory	Curiosities reach the White Tower, and the White Tower returns something more useful than thanks.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_medicine	Tribute to Asuryan: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_medicine	Medicine reaches the host, and the host is whole again faster than it has any right to be.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_obsidian	Tribute to Asuryan: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_obsidian	Saphery takes the black glass, and the winds run deeper for whoever gave it.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_furs	Tribute to Asuryan: Furs	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_furs	Furs for the northern watch, and the columns keep the pace they are famous for.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_glass	Tribute to Asuryan: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_glass	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_iron	Tribute to Asuryan: Iron	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_iron	The iron goes to the armourers of Lothern and comes back as something a mortal smith would not attempt.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_lead	Tribute to Asuryan: Salt	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_lead	Medicine reaches the host, and the host is whole again faster than it has any right to be.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_marble	Tribute to Asuryan: Marble	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_marble	Stone pledged in advance is stone at last century's price, and the masons of Chrace keep their word.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_textiles	Tribute to Asuryan: Pottery	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_textiles	Tribute rendered early is a levy raised cheaply. The Court remembers which houses were early.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_timber	Tribute to Asuryan: Timber	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_timber	Stone pledged in advance is stone at last century's price, and the masons of Chrace keep their word.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_rom_wine	Tribute to Asuryan: Wine	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_rom_wine	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_spices	Tribute to Asuryan: Spices	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_spices	The wine goes to the audience hall and the audience goes home satisfied, which is the whole art of it.	false
effect_bundles_localised_title_derpy_chd_ex_hef_offering_trinkets	Tribute to Asuryan: Elven Trinkets	false
effect_bundles_localised_description_derpy_chd_ex_hef_offering_trinkets	A house in the Court's regard is a house whose cargo clears the Gate without being weighed twice.	false
effect_bundles_localised_title_derpy_chd_ex_hef_phoenix_pleased	Well Regarded	false
effect_bundles_localised_description_derpy_chd_ex_hef_phoenix_pleased	The tribute was rendered in full and on the day named. The Court has said so once, in public, which is a great deal.	false
effect_bundles_localised_title_derpy_chd_ex_hef_phoenix_wrath	Noted at Court	false
effect_bundles_localised_description_derpy_chd_ex_hef_phoenix_wrath	The request was not met, and the omission was noticed by people whose noticing carries. Nobody has said anything. Nobody will need to.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_animals	Tribute to the Council: Exotic Animals	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_animals	The feast goes to the warren and the squeaking stops for a while.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_dyes	Tribute to the Council: Dyes	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_dyes	A clan that pays promptly is a clan that is robbed last.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_gems	Tribute to the Council: Gemstones	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_gems	A clan that pays promptly is a clan that is robbed last.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_gold_idols	Tribute to the Council: Golden Idols	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_gold_idols	Melted gold buys the sort of underling who arrives unannounced.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_ivory	Tribute to the Council: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_ivory	Strange goods reach Skryre and something explodes productively.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_medicine	Tribute to the Council: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_medicine	The Council releases the breeding quotas and the swarm refills.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_obsidian	Tribute to the Council: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_obsidian	Burnt black glass, and the Seers see further than is good for anyone.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_furs	Tribute to the Council: Furs	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_furs	Furs for the deep tunnels, and the columns run further.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_glass	Tribute to the Council: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_glass	The feast goes to the warren and the squeaking stops for a while.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_iron	Tribute to the Council: Iron	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_iron	Skryre takes the iron and returns plate that mostly holds.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_lead	Tribute to the Council: Salt	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_lead	The Council releases the breeding quotas and the swarm refills.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_marble	Tribute to the Council: Marble	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_marble	Materials surrendered are materials not stolen twice, and the digging goes cheaper.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_textiles	Tribute to the Council: Pottery	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_textiles	Tribute paid up front buys clanrats at the lower rate.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_timber	Tribute to the Council: Timber	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_timber	Materials surrendered are materials not stolen twice, and the digging goes cheaper.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_rom_wine	Tribute to the Council: Wine	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_rom_wine	The feast goes to the warren and the squeaking stops for a while.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_spices	Tribute to the Council: Spices	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_spices	The feast goes to the warren and the squeaking stops for a while.	false
effect_bundles_localised_title_derpy_chd_ex_skv_offering_trinkets	Tribute to the Council: Elven Trinkets	false
effect_bundles_localised_description_derpy_chd_ex_skv_offering_trinkets	A clan that pays promptly is a clan that is robbed last.	false
effect_bundles_localised_title_derpy_chd_ex_skv_council_pleased	The Council is Pleased	false
effect_bundles_localised_description_derpy_chd_ex_skv_council_pleased	The tribute arrived whole and on time, which the Council was not expecting and has decided to reward anyway.	false
effect_bundles_localised_title_derpy_chd_ex_skv_council_wrath	Marked by the Council	false
effect_bundles_localised_description_derpy_chd_ex_skv_council_wrath	The tribute did not arrive and thirteen of the wrong sort noticed. Word travels faster underground than anywhere.	false
effect_bundles_localised_title_derpy_chd_ex_offering_animals	Offering to Hashut: Exotic Animals	false
effect_bundles_localised_description_derpy_chd_ex_offering_animals	Beasts screaming on the altar, and the columns come home heavier with slaves.	false
effect_bundles_localised_title_derpy_chd_ex_offering_dyes	Offering to Hashut: Dyes	false
effect_bundles_localised_description_derpy_chd_ex_offering_dyes	Treasure fed to the furnace buys favour in every market.	false
effect_bundles_localised_title_derpy_chd_ex_offering_gems	Offering to Hashut: Gemstones	false
effect_bundles_localised_description_derpy_chd_ex_offering_gems	Treasure fed to the furnace buys favour in every market.	false
effect_bundles_localised_title_derpy_chd_ex_offering_gold_idols	Offering to Hashut: Golden Idols	false
effect_bundles_localised_description_derpy_chd_ex_offering_gold_idols	Idols melt on the altar and ambitious men come to the Conclave.	false
effect_bundles_localised_title_derpy_chd_ex_offering_ivory	Offering to Hashut: Tusks	false
effect_bundles_localised_description_derpy_chd_ex_offering_ivory	Burnt tusk and rare ash teach the workshops something new.	false
effect_bundles_localised_title_derpy_chd_ex_offering_medicine	Offering to Hashut: Medicinal Plants	false
effect_bundles_localised_description_derpy_chd_ex_offering_medicine	Hashut blesses the supply train and the armies fill again.	false
effect_bundles_localised_title_derpy_chd_ex_offering_obsidian	Offering to Hashut: Carved Obsidian	false
effect_bundles_localised_description_derpy_chd_ex_offering_obsidian	The smoke of burnt obsidian opens the Sorcerer-Prophets' sight.	false
effect_bundles_localised_title_derpy_chd_ex_offering_rom_furs	Offering to Hashut: Furs	false
effect_bundles_localised_description_derpy_chd_ex_offering_rom_furs	Furs burn, the Bull God warms the road, and columns march further.	false
effect_bundles_localised_title_derpy_chd_ex_offering_rom_glass	Offering to Hashut: Dwarf Beer	false
effect_bundles_localised_description_derpy_chd_ex_offering_rom_glass	The feast is given to the flames, and the slaves are quiet.	false
effect_bundles_localised_title_derpy_chd_ex_offering_rom_iron	Offering to Hashut: Iron	false
effect_bundles_localised_description_derpy_chd_ex_offering_rom_iron	Hashut takes the iron and hardens every plate in the host.	false
effect_bundles_localised_title_derpy_chd_ex_offering_rom_lead	Offering to Hashut: Salt	false
effect_bundles_localised_description_derpy_chd_ex_offering_rom_lead	Hashut blesses the supply train and the armies fill again.	false
effect_bundles_localised_title_derpy_chd_ex_offering_rom_marble	Offering to Hashut: Marble	false
